"","status","geometry","type","source","sYear","Órgãos Beneficiados","Fase","Quantidade de UH","Tipo de UH"," Programa"," Valor Estadual"," Valor Total"," Bairro"," CEP"," Município"," Código do Município"," UF"," Região"," Longitude","Latitude","id"
"710","Funciona","POINT (-46.725482 -23.577738)","SPE",NA,NA," UNIVERSIDADE DE SAO PAULO-USP"," Entregue"," 1"," "," SPE"," 17336,96"," 170000"," BUTANTA"," 5576000"," SÃO PAULO"," 3550308"," SP"," RMSP"," -46.725482"," -23.577738",710
"711","Funciona","POINT (-46.51808 -23.460468)","SPE",NA,NA," PLANEJAMENTO E DESENVOLVIMENTO REGIONAL"," Entregue"," 1"," "," SPE"," 13279,25"," 154000"," MACEDO"," 7197250"," GUARULHOS"," 3518800"," SP"," RMSP"," -46.51808"," -23.460468",711
"712","Funciona","POINT (-46.311447 -23.545979)","SPE",NA,NA," FUND.CTO.AT.SOCIO-EDUC.ADOL.FUND.CASA-SP"," Entregue"," 1"," "," SPE"," 24881,75"," 144182,36"," CIDADE EDSON"," 8665310"," SUZANO"," 3552502"," SP"," RMSP"," -46.311447"," -23.545979",712
"713","Funciona","POINT (-49.092446 -22.349367)","SPE",NA,NA," FUND.CTO.AT.SOCIO-EDUC.ADOL.FUND.CASA-SP"," Entregue"," 1"," "," SPE"," 12620,26"," 129985,84"," JD TERRA BRANC"," 17054070"," BAURU"," 3506003"," SP"," ESP"," -49.092446"," -22.349367",713
"714","Funciona","POINT (-45.116675 -22.748488)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 149000"," OLARIA"," 12607480"," LORENA"," 3527207"," SP"," RMVPLN"," -45.116675"," -22.748488",714
"715","Funciona","POINT (-49.379659 -20.84689)","SPE",NA,NA," ADMINISTRACAO PENITENCIARIA"," Entregue"," 1"," "," SPE"," 29240,07"," 125000"," RES.PARQUE DA LIBERDADE"," 15056750"," SÃO JOSÉ DO RIO PRETO"," 3549805"," SP"," ESP"," -49.379659"," -20.84689",715
"716","Funciona","POINT (-48.135804 -21.830262)","SPE",NA,NA," FUND.CTO.AT.SOCIO-EDUC.ADOL.FUND.CASA-SP"," Entregue"," 1"," "," SPE"," 23721,63"," 115000"," JD VICTORIO DE SANTI"," 14808667"," ARARAQUARA"," 3503208"," SP"," ESP"," -48.135804"," -21.830262",716
"717","Funciona","POINT (-49.018306 -22.316153)","SPE",NA,NA," ADMINISTRACAO PENITENCIARIA"," Entregue"," 1"," "," SPE"," 15846,72"," 118152"," FAZENDA VARGEM LIMPA"," 17031659"," BAURU"," 3506003"," SP"," ESP"," -49.018306"," -22.316153",717
"718","Funciona","POINT (-50.062435 -21.411077)","SPE",NA,NA," ADMINISTRACAO PENITENCIARIA"," Entregue"," 1"," "," SPE"," 3100"," 115000"," JARDIM DO LAGO V"," 16300000"," PENÁPOLIS"," 3537305"," SP"," ESP"," -50.062435"," -21.411077",718
"719","Funciona","POINT (-46.348773 -23.932917)","SPE",NA,NA," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 3851,71"," 150000"," SABOO"," 11085080"," SANTOS"," 3548500"," SP"," RMBS"," -46.348773"," -23.932917",719
"720","Funciona","POINT (-46.7989 -21.978125)","SPE",NA,NA," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 10196,40"," 100000"," JARDIM DEL PLATA II "," 13873171"," SÃO JOÃO DA BOA VISTA"," 3549102"," SP"," ESP"," -46.7989"," -21.978125",720
"721","Funciona","POINT (-46.873586 -24.225274)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 24094,03"," 160000"," JD LINDOMAR"," 11740000"," ITANHAÉM"," 3522109"," SP"," RMBS"," -46.873586"," -24.225274",721
"722","Funciona","POINT (-45.553737 -23.000137)","SPE",NA,NA," ADMINISTRACAO PENITENCIARIA"," Entregue"," 1"," "," SPE"," 10986"," 97920"," AREAO"," 12061600"," TAUBATÉ"," 3554102"," SP"," RMVPLN"," -45.553737"," -23.000137",722
"723","Funciona","POINT (-46.80615 -23.61836)","SPE",NA,NA," HOSPITAL DAS CLINICAS FAC.MED. DA USP"," Entregue"," 1"," "," SPE"," 11846,78"," 130000"," VL INDIANA"," 6786230"," TABOÃO DA SERRA"," 3552809"," SP"," RMSP"," -46.80615"," -23.61836",723
"724","Funciona","POINT (-47.209374 -22.860452)","SPE",NA,NA," ADMINISTRACAO PENITENCIARIA"," Entregue"," 1"," "," SPE"," 34500"," 137000"," JD NOVA HORTOL"," 13183270"," HORTOLÂNDIA"," 3519071"," SP"," RMC"," -47.209374"," -22.860452",724
"725","Funciona","POINT (-50.250962 -20.279634)","SPE",NA,NA," SAUDE"," Entregue"," 1"," "," SPE"," 34500"," 115000"," JARDKIM BELA VISTA"," 15600000"," FERNANDÓPOLIS"," 3515509"," SP"," ESP"," -50.250962"," -20.279634",725
"726","Funciona","POINT (-45.452655 -23.683713)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 18118,19"," 105000"," MORRO DO ALGOD"," 11666000"," CARAGUATATUBA"," 3510500"," SP"," RMVPLN"," -45.452655"," -23.683713",726
"727","Funciona","POINT (-45.131496 -22.74423)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 3100"," 135000"," SANTO ANTONIO"," 12608625"," LORENA"," 3527207"," SP"," RMVPLN"," -45.131496"," -22.74423",727
"728","Funciona","POINT (-46.471757 -23.134636)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 13086,45"," 80000"," CACHOEIRINHA"," 12955000"," BOM JESUS DOS PERDÕES"," 3507100"," SP"," UR BRAGANTINA"," -46.471757"," -23.134636",728
"729","Funciona","POINT (-49.528409 -20.818821)","SPE",NA,NA," CENTRO EDUC. TECNOL.PAULA SOUZA-CEETEPS"," Entregue"," 1"," "," SPE"," 34500"," 110500"," PQ MANHATTAN"," 15130000"," MIRASSOL"," 3530300"," SP"," ESP"," -49.528409"," -20.818821",729
"730","Funciona","POINT (-46.955625 -23.625225)","SPE",NA,NA," HOSPITAL DAS CLINICAS FAC.MED. RIB.PRETO"," Entregue"," 1"," "," SPE"," 20917,82"," 150000"," DA GRACA"," 6700650"," COTIA"," 3513009"," SP"," RMSP"," -46.955625"," -23.625225",730
"731","Funciona","POINT (-49.105275 -22.33616)","SPE",NA,NA," UNIVERSIDADE DE SAO PAULO-USP"," Entregue"," 1"," "," SPE"," 28157,61"," 110761,09"," PQ VIADUTO"," 17055210"," BAURU"," 3506003"," SP"," ESP"," -49.105275"," -22.33616",731
"732","Funciona","POINT (-46.529265 -23.632666)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 17301,58"," 190000"," PARQUE DAS NACOES"," 09210320"," SANTO ANDRÉ"," 3547809"," SP"," RMSP"," -46.529265"," -23.632666",732
"733","Funciona","POINT (-47.439009 -23.468192)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 138335"," JD IGUATEMI"," 18085305"," SOROCABA"," 3552205"," SP"," RMS"," -47.439009"," -23.468192",733
"734","Funciona","POINT (-45.878958 -23.208648)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 30064,01"," 185643"," COL PARAISO"," 12200000"," SÃO JOSÉ DOS CAMPOS"," 3549904"," SP"," RMVPLN"," -45.878958"," -23.208648",734
"735","Funciona","POINT (-47.489316 -23.51481)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 150300"," CERRADO"," 18050260"," SOROCABA"," 3552205"," SP"," RMS"," -47.489316"," -23.51481",735
"736","Funciona","POINT (-49.740696 -21.676366)","SPE",NA,NA," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 10926,97"," 100000"," "," 16404315"," LINS"," 3527108"," SP"," ESP"," -49.740696"," -21.676366",736
"737","Funciona","POINT (-47.086315 -22.932652)","SPE",NA,NA," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 4052,46"," 153239,26"," JARDIM DO LAGO"," 1305022"," CAMPINAS"," 3509502"," SP"," RMC"," -47.086315"," -22.932652",737
"738","Funciona","POINT (-46.29955 -23.49812)","SPE",NA,NA," CENTRO EDUC. TECNOL.PAULA SOUZA-CEETEPS"," Entregue"," 1"," "," SPE"," 34500"," 140000"," BOA VISTA "," 08693200"," SUZANO"," 3552502"," SP"," RMSP"," -46.29955"," -23.49812",738
"739","Funciona","POINT (-47.394756 -20.51276)","SPE",NA,NA," ESPORTE, LAZER E JUVENTUDE"," Entregue"," 1"," "," SPE"," 4842,49"," 130000"," VILA TOTOLI"," 14409132"," FRANCA"," 3516200"," SP"," ESP"," -47.394756"," -20.51276",739
"740","Funciona","POINT (-46.184203 -23.509212)","SPE",NA,NA," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 3100"," 152986,53"," VILA MOGILAR"," 08773495"," MOGI DAS CRUZES"," 3530607"," SP"," RMSP"," -46.184203"," -23.509212",740
"741","Funciona","POINT (-47.687332 -22.709578)","SPE",NA,NA," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 3100"," 150000"," JD PRQ JUPIA"," 13403338"," PIRACICABA"," 3538709"," SP"," AU PIRACICABA"," -47.687332"," -22.709578",741
"742","Funciona","POINT (-46.527974 -23.428804)","SPE",NA,NA," FUND.CTO.AT.SOCIO-EDUC.ADOL.FUND.CASA-SP"," Entregue"," 1"," "," SPE"," 12205,37"," 183500"," JD ADRIANA"," 7135313"," GUARULHOS"," 3518800"," SP"," RMSP"," -46.527974"," -23.428804",742
"743","Funciona","POINT (-47.833261 -21.129239)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 19616,39"," 124000"," "," 14065659"," RIBEIRÃO PRETO"," 3543402"," SP"," ESP"," -47.833261"," -21.129239",743
"744","Funciona","POINT (-47.437375 -20.514507)","SPE",NA,NA," FUND.CTO.AT.SOCIO-EDUC.ADOL.FUND.CASA-SP"," Entregue"," 1"," "," SPE"," 34500"," 115000"," RESIDENCIAL PALERMO"," 14408030"," FRANCA"," 3516200"," SP"," ESP"," -47.437375"," -20.514507",744
"745","Funciona","POINT (-50.459319 -21.164441)","SPE",NA,NA," DEPARTAMENTO ESTRADA RODAGEM-DER"," Entregue"," 1"," "," SPE"," 12139,84"," 115000"," SAO RAFAEL"," 16058189"," ARAÇATUBA"," 3502804"," SP"," ESP"," -50.459319"," -21.164441",745
"746","Funciona","POINT (-48.443192 -22.895678)","SPE",NA,NA," UNIV.EST. JULIO DE MESQUITA FILHO  UNESP"," Entregue"," 1"," "," SPE"," 10037,51"," 100000"," CH LAVAPES"," 18610307"," BOTUCATU"," 3507506"," SP"," ESP"," -48.443192"," -22.895678",746
"747","Funciona","POINT (-46.856658 -23.222214)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 3381,55"," 180000"," VILA ESPERANCA"," 13203830"," JUNDIAÍ"," 3525904"," SP"," AU JUNDIAÍ"," -46.856658"," -23.222214",747
"748","Funciona","POINT (-45.460204 -22.947153)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 23378,74"," 138000"," CIDADE JARDIM"," 12424370"," PINDAMONHANGABA"," 3538006"," SP"," RMVPLN"," -45.460204"," -22.947153",748
"749","Funciona","POINT (-50.44948 -21.175963)","SPE",NA,NA," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 3100"," 113000"," CH MARQUES"," 16057560"," ARAÇATUBA"," 3502804"," SP"," ESP"," -50.44948"," -21.175963",749
"750","Funciona","POINT (-46.7989 -21.978125)","SPE",NA,NA," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 3100"," 115000"," JARDIM LUCAS TEIXEIRA"," 0"," SÃO JOÃO DA BOA VISTA"," 3549102"," SP"," ESP"," -46.7989"," -21.978125",750
"751","Funciona","POINT (-49.866576 -22.993815)","SPE",NA,NA," SEGURANCA PUBLICA"," Entregue"," 1"," "," SPE"," 3100"," 110000"," AGUA DO JACU"," 19900000"," OURINHOS"," 3534708"," SP"," ESP"," -49.866576"," -22.993815",751
"752","Funciona","POINT (-50.458222 -21.173496)","SPE",NA,NA," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 22293,35"," 111000"," "," 16057560"," ARAÇATUBA"," 3502804"," SP"," ESP"," -50.458222"," -21.173496",752
"753","Funciona","POINT (-45.576243 -23.066855)","SPE",NA,NA," FUND.CTO.AT.SOCIO-EDUC.ADOL.FUND.CASA-SP"," Entregue"," 1"," "," SPE"," 27731,83"," 140000"," JD CONTINENTAL"," 12093680"," TAUBATÉ"," 3554102"," SP"," RMVPLN"," -45.576243"," -23.066855",753
"754","Funciona","POINT (-47.690336 -22.664355)","SPE",NA,NA," UNIVERSIDADE DE SAO PAULO-USP"," Entregue"," 1"," "," SPE"," 24339,37"," 129900"," STA TEREZINHA"," 13400000"," PIRACICABA"," 3538709"," SP"," AU PIRACICABA"," -47.690336"," -22.664355",754
"755","Funciona","POINT (-50.458372 -21.173356)","SPE",NA,NA," CENTRO EDUC. TECNOL.PAULA SOUZA-CEETEPS"," Entregue"," 1"," "," SPE"," 34500"," 111000"," VILA ALBA"," 16057560"," ARAÇATUBA"," 3502804"," SP"," ESP"," -50.458372"," -21.173356",755
"756","Funciona","POINT (-47.590046 -21.213451)","SPE",NA,NA," ADMINISTRACAO PENITENCIARIA"," Entregue"," 1"," "," SPE"," 6177,20"," 90000"," JARDIM SANTA CLARA "," 14150000"," SERRANA"," 3551504"," SP"," ESP"," -47.590046"," -21.213451",756
"757","Funciona","POINT (-49.962217 -22.213536)","SPE",NA,NA," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 14335,33"," 100000"," CH. SAO CARLOS"," 17504090"," MARÍLIA"," 3529005"," SP"," ESP"," -49.962217"," -22.213536",757
"758","Funciona","POINT (-47.824279 -21.139253)","SPE",NA,NA," FAZENDA"," Entregue"," 1"," "," SPE"," 14249,71"," 127000"," JD JAVARI"," 14060660"," RIBEIRÃO PRETO"," 3543402"," SP"," ESP"," -47.824279"," -21.139253",758
"759","Funciona","POINT (-47.826778 -21.192281)","SPE",NA,NA," ADMINISTRACAO PENITENCIARIA"," Entregue"," 1"," "," SPE"," 29356,25"," 122000"," JD MARIA GORET"," 14030410"," RIBEIRÃO PRETO"," 3543402"," SP"," ESP"," -47.826778"," -21.192281",759
"760","Funciona","POINT (-49.740385 -21.676251)","SPE",NA,NA," ADMINISTRACAO PENITENCIARIA"," Entregue"," 1"," "," SPE"," 16403,34"," 100000"," "," 16404315"," LINS"," 3527108"," SP"," ESP"," -49.740385"," -21.676251",760
"761","Funciona","POINT (-49.740946 -21.676435)","SPE",NA,NA," FUND.CTO.AT.SOCIO-EDUC.ADOL.FUND.CASA-SP"," Entregue"," 1"," "," SPE"," 34500"," 100000"," "," 16404315"," LINS"," 3527108"," SP"," ESP"," -49.740946"," -21.676435",761
"762","Funciona","POINT (-49.085591 -22.288867)","SPE",NA,NA," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 3100"," 133600"," JARDIM TV"," 17021861"," BAURU"," 3506003"," SP"," ESP"," -49.085591"," -22.288867",762
"763","Funciona","POINT (-45.137014 -22.744529)","SPE",NA,NA," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 3100"," 150000"," VILA RICA"," 12608747"," LORENA"," 3527207"," SP"," RMVPLN"," -45.137014"," -22.744529",763
"764","Funciona","POINT (-46.816784 -24.194075)","SPE",NA,NA," FUND.CTO.AT.SOCIO-EDUC.ADOL.FUND.CASA-SP"," Entregue"," 1"," "," SPE"," 3100"," 125000"," JD SANTA TEREZ"," 11740000"," ITANHAÉM"," 3522109"," SP"," RMBS"," -46.816784"," -24.194075",764
"765","Funciona","POINT (-45.425239 -23.715209)","SPE",NA,NA," UNIVERSIDADE DE SAO PAULO-USP"," Entregue"," 1"," "," SPE"," 7922,82"," 169500"," ENSEADA"," 11600000"," SÃO SEBASTIÃO"," 3550704"," SP"," RMVPLN"," -45.425239"," -23.715209",765
"766","Funciona","POINT (-46.402651 -23.566309)","SPE",NA,NA," HOSPITAL DAS CLINICAS FAC.MED. DA USP"," Entregue"," 1"," "," SPE"," 24918,60"," 115000"," JD SAO PAULO"," 8461650"," SÃO PAULO"," 3550308"," SP"," RMSP"," -46.402651"," -23.566309",766
"767","Funciona","POINT (-47.510051 -23.49749)","SPE",NA,NA," SAUDE"," Entregue"," 1"," "," SPE"," 27571,06"," 110000"," ALPES SOROCABA"," 18079610"," SOROCABA"," 3552205"," SP"," RMS"," -47.510051"," -23.49749",767
"768","Funciona","POINT (-46.699837 -24.123646)","SPE",NA,NA," FUND.CTO.AT.SOCIO-EDUC.ADOL.FUND.CASA-SP"," Entregue"," 1"," "," SPE"," 13611,46"," 127200"," BAL ITAGUAI"," 11730000"," MONGAGUÁ"," 3531100"," SP"," RMBS"," -46.699837"," -24.123646",768
"769","Funciona","POINT (-46.464114 -23.608009)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 18369,18"," 153000"," CID SAT STA BA"," 8340090"," SÃO PAULO"," 3550308"," SP"," RMSP"," -46.464114"," -23.608009",769
"770","Funciona","POINT (-48.448769 -22.870439)","SPE",NA,NA," FUND.CTO.AT.SOCIO-EDUC.ADOL.FUND.CASA-SP"," Entregue"," 1"," "," SPE"," 20555,88"," 109900"," RUBIAO JUNIOR"," 18609083"," BOTUCATU"," 3507506"," SP"," ESP"," -48.448769"," -22.870439",770
"771","Funciona","POINT (-51.445632 -22.130249)","SPE",NA,NA," SAUDE"," Entregue"," 1"," "," SPE"," 34500"," 115000"," LIMOEIRO"," 19063380"," PRESIDENTE PRUDENTE"," 3541406"," SP"," ESP"," -51.445632"," -22.130249",771
"772","Funciona","POINT (-48.297104 -20.872372)","SPE",NA,NA," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 14335,33"," 90000"," RES NOVO VIRADOURO II"," 14740000"," VIRADOURO"," 3556800"," SP"," ESP"," -48.297104"," -20.872372",772
"773","Funciona","POINT (-51.368085 -20.910537)","SPE",NA,NA," ADMINISTRACAO PENITENCIARIA"," Entregue"," 1"," "," SPE"," 34500"," 111000"," BENFICA"," 16900000"," ANDRADINA"," 3502101"," SP"," ESP"," -51.368085"," -20.910537",773
"774","Funciona","POINT (-47.277011 -22.777067)","SPE",NA,NA," ADMINISTRACAO PENITENCIARIA"," Entregue"," 1"," "," SPE"," 34500"," 90000"," PQ DOS SONHOS"," 17780000"," LUCÉLIA"," 3527405"," SP"," ESP"," -47.277011"," -22.777067",774
"775","Funciona","POINT (-51.021964 -21.738441)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 83000"," RES STA LUCIA"," 17780000"," LUCÉLIA"," 3527405"," SP"," ESP"," -51.021964"," -21.738441",775
"776","Funciona","POINT (-49.096882 -22.348514)","SPE",NA,NA," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 4005,78"," 130000"," JD FERRAZ"," 17100000"," BAURU"," 3506003"," SP"," ESP"," -49.096882"," -22.348514",776
"777","Funciona","POINT (-46.853544 -23.404592)","SPE",NA,NA," PLANEJAMENTO E DESENVOLVIMENTO REGIONAL"," Entregue"," 1"," "," SPE"," 27937,81"," 143303,09"," POLVILHO"," 07790830"," CAJAMAR"," 3509205"," SP"," RMSP"," -46.853544"," -23.404592",777
"778","Funciona","POINT (-47.41874 -21.989251)","SPE",NA,NA," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 3100"," 115000"," VILA SANTA TEREZINHA"," 13636085"," PIRASSUNUNGA"," 3539301"," SP"," ESP"," -47.41874"," -21.989251",778
"779","Funciona","POINT (-46.201069 -23.558612)","SPE",NA,NA," GESTAO PUBLICA"," Entregue"," 1"," "," SPE"," 34500"," 130000"," VILA POMAR"," 8738350"," MOGI DAS CRUZES"," 3530607"," SP"," RMSP"," -46.201069"," -23.558612",779
"780","Funciona","POINT (-45.428171 -22.92094)","SPE",NA,NA," FUND.CTO.AT.SOCIO-EDUC.ADOL.FUND.CASA-SP"," Entregue"," 1"," "," SPE"," 27731,83"," 140000"," AGUA PRETA"," 12404265"," PINDAMONHANGABA"," 3538006"," SP"," RMVPLN"," -45.428171"," -22.92094",780
"781","Funciona","POINT (-48.935435 -23.080614)","SPE",NA,NA," FUND.CTO.AT.SOCIO-EDUC.ADOL.FUND.CASA-SP"," Entregue"," 1"," "," SPE"," 34500"," 98000"," CHACARA TINOCO"," 18706882"," AVARÉ"," 3504503"," SP"," ESP"," -48.935435"," -23.080614",781
"782","Funciona","POINT (-50.416893 -21.218238)","SPE",NA,NA," UNIV.EST. JULIO DE MESQUITA FILHO  UNESP"," Entregue"," 1"," "," SPE"," 5582,06"," 110576"," PANORAMA"," 16013150"," ARAÇATUBA"," 3502804"," SP"," ESP"," -50.416893"," -21.218238",782
"783","Funciona","POINT (-47.763165 -21.215552)","SPE",NA,NA," ADMINISTRACAO PENITENCIARIA"," Entregue"," 1"," "," SPE"," 28284,88"," 128000"," J ROB BENEDETT"," 14098331"," RIBEIRÃO PRETO"," 3543402"," SP"," ESP"," -47.763165"," -21.215552",783
"784","Funciona","POINT (-48.923654 -23.102371)","SPE",NA,NA," ADMINISTRACAO PENITENCIARIA"," Entregue"," 1"," "," SPE"," 3100"," 94900"," RS SAO ROGERIO"," 18706727"," AVARÉ"," 3504503"," SP"," ESP"," -48.923654"," -23.102371",784
"785","Funciona","POINT (-49.742165 -21.67675)","SPE",NA,NA," SAUDE"," Entregue"," 1"," "," SPE"," 32455,22"," 115000"," "," 16404315"," LINS"," 3527108"," SP"," ESP"," -49.742165"," -21.67675",785
"786","Funciona","POINT (-49.020313 -22.328993)","SPE",NA,NA," UNIV.EST. JULIO DE MESQUITA FILHO  UNESP"," Entregue"," 1"," "," SPE"," 20313,05"," 122000"," NUC HAB J REG"," 17031715"," BAURU"," 3506003"," SP"," ESP"," -49.020313"," -22.328993",786
"787","Funciona","POINT (-47.429404 -20.543984)","SPE",NA,NA," PLANEJAMENTO E DESENVOLVIMENTO REGIONAL"," Entregue"," 1"," "," SPE"," 34500"," 133000"," RESIDENCIAL ITAPUA "," 14406295"," FRANCA"," 3516200"," SP"," ESP"," -47.429404"," -20.543984",787
"788","Funciona","POINT (-49.351378 -20.826975)","SPE",NA,NA," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 14335,33"," 145000"," SAO JUDAS"," 15075350"," SÃO JOSÉ DO RIO PRETO"," 3549805"," SP"," ESP"," -49.351378"," -20.826975",788
"789","Funciona","POINT (-47.398707 -20.55637)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 3100"," 145000"," JARDIM LIMA"," 14403096"," FRANCA"," 3516200"," SP"," ESP"," -47.398707"," -20.55637",789
"790","Funciona","POINT (-47.681895 -22.679641)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 45943,22"," 153292"," STA TEREZINHA"," 13411030"," PIRACICABA"," 3538709"," SP"," AU PIRACICABA"," -47.681895"," -22.679641",790
"791","Funciona","POINT (-46.144509 -23.512403)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 154500"," CESAR DE SOUZA"," 8830750"," MOGI DAS CRUZES"," 3530607"," SP"," RMSP"," -46.144509"," -23.512403",791
"792","Funciona","POINT (-49.033004 -22.319467)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 24339,37"," 123676"," JD REDENTOR II"," 17032010"," BAURU"," 3506003"," SP"," ESP"," -49.033004"," -22.319467",792
"793","Funciona","POINT (-47.833889 -21.128486)","SPE",NA,NA," SAO PAULO PREVIDENCIA-SPPREV"," Entregue"," 1"," "," SPE"," 34500"," 140412"," "," 14065659"," RIBEIRÃO PRETO"," 3543402"," SP"," ESP"," -47.833889"," -21.128486",793
"794","Funciona","POINT (-50.268368 -20.292136)","SPE",NA,NA," SAO PAULO PREVIDENCIA-SPPREV"," Entregue"," 1"," "," SPE"," 34500"," 110000"," PARQUE UNIVERSITARIO"," 15600000"," FERNANDÓPOLIS"," 3515509"," SP"," ESP"," -50.268368"," -20.292136",794
"795","Funciona","POINT (-46.704987 -23.286883)","SPE",NA,NA," HOSPITAL DAS CLINICAS FAC.MED. DA USP"," Entregue"," 1"," "," SPE"," 34500"," 95000"," JD ALEGRIA"," 7986080"," FRANCISCO MORATO"," 3516309"," SP"," RMSP"," -46.704987"," -23.286883",795
"796","Funciona","POINT (-47.489316 -23.51481)","SPE",NA,NA," PLANEJAMENTO E DESENVOLVIMENTO REGIONAL"," Entregue"," 1"," "," SPE"," 25411,16"," 152009"," CERRADO"," 18050260"," SOROCABA"," 3552205"," SP"," RMS"," -47.489316"," -23.51481",796
"797","Funciona","POINT (-46.327435 -23.586078)","SPE",NA,NA," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 15547,79"," 150000"," GUAIO"," 8650245"," SUZANO"," 3552502"," SP"," RMSP"," -46.327435"," -23.586078",797
"798","Funciona","POINT (-47.842673 -23.36585)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 5637,95"," 105349,57"," VILA SAO LAZAR"," 18270000"," TATUÍ"," 3554003"," SP"," RMS"," -47.842673"," -23.36585",798
"799","Funciona","POINT (-47.487274 -23.519927)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 28926,28"," 145000"," JD EUROPA"," 18045330"," SOROCABA"," 3552205"," SP"," RMS"," -47.487274"," -23.519927",799
"800","Funciona","POINT (-46.432267 -23.452823)","SPE",NA,NA," SAUDE"," Entregue"," 1"," "," SPE"," 24358"," 150168"," VILA ALZIRA"," 07210420"," GUARULHOS"," 3518800"," SP"," RMSP"," -46.432267"," -23.452823",800
"801","Funciona","POINT (-47.771208 -21.23191)","SPE",NA,NA," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 3100"," 143211"," CONDOMINIO GUAPORE"," 14098555"," RIBEIRÃO PRETO"," 3543402"," SP"," ESP"," -47.771208"," -21.23191",801
"802","Funciona","POINT (-47.223717 -22.798029)","SPE",NA,NA," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 3100"," 190000"," JARDIM SANTA MARIA"," 13177432"," SUMARÉ"," 3552403"," SP"," RMC"," -47.223717"," -22.798029",802
"803","Funciona","POINT (-48.055423 -23.576975)","SPE",NA,NA," ADMINISTRACAO PENITENCIARIA"," Entregue"," 1"," "," SPE"," 3100"," 115000"," JARDIM SANTA INES "," 18209000"," ITAPETININGA"," 3522307"," SP"," ESP"," -48.055423"," -23.576975",803
"804","Funciona","POINT (-47.417418 -20.502152)","SPE",NA,NA," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 10920,90"," 145000"," JD PORTINARI"," 14407080"," FRANCA"," 3516200"," SP"," ESP"," -47.417418"," -20.502152",804
"805","Funciona","POINT (-46.740256 -23.440635)","SPE",NA,NA," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 5213"," 149590,82"," PIRITUBA"," 2995000"," SÃO PAULO"," 3550308"," SP"," RMSP"," -46.740256"," -23.440635",805
